customer_id,tenure_months,monthly_charges,total_charges,contract_type,support_calls,churn
C01319,29,111.92,3111.9,year,4,1
C01320,9,23.26,236.49,month,6,1
C01321,20,26.7,544.86,month,3,1
C01322,40,60.33,2527.62,two_year,1,1
C01323,63,28.03,1454.33,month,7,1
C01324,62,46.27,2526.27,year,7,1
C01325,14,118.6,1694.25,month,5,1
C01326,49,40.9,1650.42,two_year,5,1
C01327,7,39.81,305.58,year,7,1
C01328,48,77.36,4218.37,month,3,1
C01329,25,69.8,2038.41,month,1,1
C01330,32,78.04,2099.48,month,4,1
C01331,51,57.67,3458.49,two_year,3,1
C01332,31,102.68,2632.56,year,6,1
C01333,58,33.86,1943.5,year,6,1
C01334,38,62.84,2712.92,year,3,1
C01335,71,88.98,5231.74,month,2,1
C01336,46,106.82,3966.81,month,3,1
C01337,22,56.96,1015.0,month,5,1
C01338,56,76.77,4318.5,month,5,1
C01339,29,26.91,877.66,year,4,1
C01340,38,37.03,1197.43,two_year,4,1
C01341,10,26.91,228.69,two_year,7,1
C01342,9,92.79,858.01,two_year,2,1
C01343,41,48.81,1788.52,year,1,1
C01344,14,92.37,1412.26,month,6,1
C01345,71,26.64,2231.62,year,7,1
C01346,61,106.25,7170.94,two_year,4,1
C01347,50,103.55,5958.63,year,3,1
C01348,53,28.89,1543.17,year,2,1
C01349,43,22.38,1090.26,year,3,1
C01350,5,25.63,111.9,year,0,1
C01351,28,105.36,2440.72,two_year,4,1
C01352,36,43.47,1662.54,year,2,1
C01353,65,74.83,3992.24,month,2,1
C01354,16,62.62,1159.21,month,4,1
C01355,36,99.55,3858.4,year,7,1
C01356,25,68.89,2033.77,month,1,1
C01357,10,70.07,648.54,two_year,7,1
C01358,8,118.91,946.01,year,4,1
C01359,26,35.01,998.26,year,7,1
C01360,6,103.07,554.79,month,3,1
C01361,5,25.17,127.96,year,7,1
C01362,25,67.76,1802.06,year,5,1
C01363,15,108.63,1941.53,month,5,1
C01364,40,86.52,3799.55,two_year,4,1
C01365,2,88.52,150.0,month,3,1
C01366,22,46.33,1009.2,month,4,1
C01367,33,61.86,2113.87,month,6,1
C01368,69,56.66,3356.92,year,6,1
C01369,46,72.14,3228.13,year,0,1
C01370,63,66.22,3811.42,two_year,5,1
C01371,25,52.69,1116.41,month,6,1
C01372,32,50.55,1625.39,two_year,5,1
C01373,30,45.09,1171.78,year,3,1
C01374,64,56.5,3746.95,month,2,1
C01375,69,34.99,2095.33,month,5,1
C01376,69,107.21,8059.11,month,5,1
C01377,54,80.21,3803.34,two_year,2,1
C01378,36,33.38,1392.16,month,3,1
C01379,39,89.39,2825.52,year,2,1
C01380,70,104.77,7398.43,year,0,1
C01381,21,43.75,852.64,two_year,0,1
C01382,25,35.06,780.11,year,0,1
C01383,64,20.86,1319.88,year,3,1
C01384,28,24.73,787.17,month,4,1
C01385,17,96.23,1907.65,two_year,3,1
C01386,40,118.72,4375.07,month,7,1
C01387,24,24.49,506.47,month,1,1
C01388,64,94.81,6602.15,two_year,3,1
C01389,65,27.19,1825.32,month,1,1
C01390,22,79.21,1534.21,month,2,1
C01391,38,95.61,4011.46,year,4,1
C01392,70,55.92,3944.04,month,2,1
C01393,53,21.09,1186.35,month,2,1
C01394,16,79.52,1200.73,year,5,1
C01395,42,119.12,4881.16,year,6,1
C01396,45,45.76,1795.9,year,1,1
C01397,47,38.95,2018.49,month,0,1
C01398,2,32.39,55.89,year,1,1
C01399,22,75.53,1846.64,two_year,4,1
C01400,61,79.64,5437.13,month,7,1
C01401,18,99.23,1962.33,month,1,1
C01402,22,95.31,1693.75,month,0,1
C01403,23,109.25,2284.73,year,4,1
C01404,13,100.58,1290.98,month,7,1
C01405,12,44.73,557.27,year,4,1
C01406,25,75.59,2206.64,two_year,7,1
C01407,63,49.74,2977.7,month,5,1
C01408,1,52.98,60.93,year,0,1
C01409,21,113.19,2056.98,month,3,1
C01410,5,88.19,418.25,month,6,1
C01411,40,117.46,3856.98,year,4,1
C01412,18,61.69,1218.13,month,1,1
C01413,57,73.74,3615.83,two_year,1,1
C01414,42,68.71,2605.34,year,5,1
C01415,56,30.73,1910.34,month,3,1
C01416,46,43.67,2036.72,month,4,1
C01417,32,72.76,1875.67,month,2,1
C01418,62,26.74,1327.79,two_year,2,1
C01419,34,113.15,3863.51,year,5,1
C01420,68,32.38,2030.06,month,0,1
C01421,71,39.8,2464.45,year,3,1
C01422,42,96.53,4238.48,year,2,1
C01423,48,29.69,1270.32,year,6,1
C01424,19,110.03,2167.68,month,5,1
C01425,58,92.57,5109.77,month,3,1
C01426,48,26.86,1127.73,month,2,1
C01427,65,89.18,4957.58,month,1,1
C01428,19,83.16,1413.73,year,1,1
C01429,56,95.73,4352.67,month,2,1
C01430,34,102.82,3227.57,month,6,1
C01431,14,91.84,1492.49,month,0,1
C01432,13,78.62,1157.53,month,0,1
C01433,40,52.25,1983.0,two_year,4,1
C01434,23,89.73,2126.39,year,1,1
C01435,8,115.7,950.54,month,6,1
C01436,31,78.75,2762.26,year,6,1
C01437,47,86.43,3633.71,month,6,1
C01438,23,63.71,1345.99,two_year,3,1
C01439,68,95.61,5986.0,year,3,1
C01440,56,119.77,5475.34,year,3,1
C01441,37,36.04,1234.64,two_year,1,1
C01442,67,40.24,3103.63,two_year,4,1
C01443,31,73.94,2669.87,two_year,6,1
C01444,10,68.14,575.0,month,2,1
C01445,3,77.16,227.6,month,0,1
C01446,67,24.91,1589.76,year,4,1
C01447,69,60.43,4151.92,year,3,1
C01448,53,78.3,4240.73,year,6,1
C01449,8,78.52,507.62,year,6,1
C01450,21,85.73,2046.79,month,7,1
C01451,3,92.02,328.36,month,3,1
C01452,4,84.15,357.25,year,7,1
C01453,18,99.02,1896.75,month,0,1
C01454,41,82.48,3419.53,year,2,1
C01455,5,73.75,344.31,year,2,1
C01456,70,80.62,4851.02,year,7,1
C01457,33,30.12,1027.38,year,4,1
C01458,19,47.32,735.43,year,2,1
C01459,37,72.74,3040.72,year,1,1
C01460,57,107.3,5922.62,month,6,1
C01461,23,87.91,1952.99,year,5,1
C01462,4,29.04,108.13,year,6,1
C01463,4,79.23,376.42,month,3,1
C01464,61,42.17,2237.88,year,1,1
C01465,8,93.4,642.98,two_year,2,1
C01466,46,102.74,4093.76,month,4,1
C01467,28,79.35,2362.69,year,1,1
C01468,56,79.14,5303.84,two_year,0,1
C01469,5,53.86,240.81,two_year,6,1
C01470,64,64.63,4807.43,month,4,1
C01471,50,106.41,4849.35,year,3,1
C01472,32,92.33,3129.35,two_year,4,1
C01473,15,71.98,881.25,year,5,1
C01474,70,56.82,3970.49,month,0,1
C01475,22,25.04,584.94,month,3,1
C01476,35,34.3,1217.94,year,2,1
C01477,28,39.3,985.01,month,0,1
C01478,17,57.34,1102.86,month,0,1
C01479,30,114.41,4077.76,month,3,1
C01480,11,70.52,763.06,year,4,1
C01481,1,43.48,45.84,year,4,1
C01482,21,30.58,716.78,two_year,6,1
C01483,8,53.83,386.11,year,3,1
C01484,30,101.57,3491.31,two_year,4,1
C01485,62,58.33,3298.5,two_year,6,1
C01486,12,97.25,1295.76,month,5,1
C01487,1,100.27,84.71,year,7,1
C01488,8,31.08,227.59,month,1,1
C01489,37,80.87,3032.43,two_year,6,1
C01490,20,115.91,2341.31,month,5,1
C01491,35,60.21,2402.74,year,4,1
C01492,3,25.09,90.21,two_year,0,1
C01493,24,112.33,2272.35,month,4,1
C01494,30,108.37,2953.8,two_year,6,1
C01495,31,72.21,2111.0,month,5,1
C01496,40,75.23,2983.82,month,0,1
C01497,56,41.17,2299.9,year,2,1
C01498,34,101.95,3960.17,month,4,1
C01499,60,69.86,4645.23,year,6,1
C01500,38,23.39,717.76,two_year,3,1
C01501,19,88.3,1647.52,month,6,1
C01502,17,115.05,2048.22,year,6,1
C01503,23,102.92,2329.66,two_year,2,1
C01504,43,47.72,1748.8,year,1,1
C01505,18,25.33,437.24,month,7,1
C01506,65,114.04,7150.66,two_year,4,1
C01507,35,113.71,3482.71,month,6,1
C01508,62,73.24,5006.42,year,7,1
C01509,49,84.23,3832.42,year,3,1
C01510,24,66.26,1646.84,year,0,1
C01511,17,61.98,1060.29,month,7,1
C01512,53,31.94,1948.39,month,4,1
C01513,24,29.68,604.62,year,0,1
C01514,18,43.27,658.69,month,4,1
C01515,67,103.66,6390.49,year,0,1
C01516,35,34.58,1177.0,year,2,1
C01517,4,42.67,156.93,year,2,1
C01518,36,74.86,2978.67,month,3,1
C01519,33,41.51,1230.25,month,4,1
C01520,62,36.32,1877.83,two_year,6,1
C01521,51,76.33,3758.6,month,2,1
C01522,14,56.81,882.31,month,5,1
C01523,11,82.62,1036.26,month,7,1
C01524,43,111.22,5228.84,month,5,1
C01525,4,35.1,143.65,two_year,2,1
C01526,23,111.34,2790.47,month,5,1
C01527,10,110.25,1182.49,month,2,1
C01528,2,102.91,183.95,year,3,1
C01529,66,83.13,5597.98,month,5,1
C01530,7,82.01,636.21,month,2,1
C01531,1,83.92,77.78,two_year,0,1
C01532,67,89.05,6333.81,year,6,1
C01533,14,21.65,300.85,month,5,1
C01534,58,115.81,6725.47,month,0,1
C01535,3,78.56,197.03,month,3,1
C01536,11,98.15,1151.43,month,2,1
C01537,8,57.73,529.4,year,7,1
C01538,51,21.24,927.87,year,7,1
C01539,45,70.97,3022.61,year,5,1
C01540,34,70.72,1970.39,two_year,3,1
C01541,18,63.7,930.87,month,0,1
C01542,7,53.97,451.79,two_year,1,1
C01543,41,44.98,1839.36,year,0,1
C01544,17,72.75,1165.28,month,6,1
C01545,42,57.53,2198.68,two_year,0,1
C01546,49,116.99,6833.18,month,5,1
C01547,61,37.29,2049.27,year,7,1
C01548,36,51.97,2039.83,year,2,1
C01549,1,49.4,45.13,month,5,1
C01550,20,74.33,1231.2,two_year,7,1
C01551,61,69.93,4578.45,month,3,1
C01552,38,84.37,2566.94,two_year,3,1
C01553,44,115.0,5415.71,month,1,1
C01554,33,48.52,1441.29,month,3,1
C01555,12,89.28,1176.83,month,6,1
C01556,64,22.5,1595.38,two_year,5,1
C01557,55,46.24,2771.18,month,1,1
C01558,71,66.37,3815.97,two_year,4,1
C01559,61,23.1,1523.93,month,5,1
C01560,21,81.77,2053.84,year,0,1
C01561,19,87.83,1496.97,month,6,1
C01562,18,94.67,1550.18,month,1,1
C01563,66,71.66,5322.7,two_year,2,1
C01564,40,80.39,2778.79,month,3,1
C01565,33,59.61,2093.49,year,4,1
C01566,69,24.13,1834.81,year,7,1
C01567,43,30.0,1051.17,year,1,1
C01568,65,85.5,5677.01,year,2,1
C01569,70,119.56,8623.21,two_year,3,1
C01570,6,21.58,119.3,year,6,1
C01571,26,75.76,2266.28,year,7,1
C01572,53,95.1,4360.36,year,3,1
C01573,58,102.68,5631.93,year,5,1
C01574,11,74.52,934.04,month,7,1
C01575,23,81.99,1652.42,year,6,1
C01576,39,89.67,3946.68,month,5,1
C01577,57,105.9,5019.95,year,4,1
C01578,9,32.23,288.82,two_year,7,1
C01579,43,112.62,4020.05,two_year,1,1
C01580,22,22.6,532.58,two_year,2,1
C01581,16,103.62,1850.64,year,5,1
C01582,37,27.67,1167.06,year,0,1
C01583,30,39.46,1411.69,month,4,1
C01584,46,20.39,1002.48,year,6,1
C01585,23,64.53,1643.93,month,1,1
C01586,59,53.44,3160.22,month,6,1
C01587,6,36.6,255.85,two_year,3,1
C01588,62,65.11,4268.95,two_year,6,1
C01589,3,60.24,208.45,year,5,1
C01590,53,96.77,4586.08,month,1,1
C01591,25,109.31,2729.18,year,5,1
C01592,28,85.26,2606.74,month,0,1
C01593,2,32.44,57.17,two_year,1,1
C01594,50,49.54,2191.0,two_year,7,1
C01595,12,111.33,1591.42,month,7,1
C01596,47,28.87,1321.4,month,0,1
C01597,52,60.69,2754.22,month,3,1
C01598,61,114.25,6499.42,month,0,1
C01599,51,115.07,5627.67,month,2,1
C01600,22,61.12,1410.84,month,7,1
C01601,53,86.74,5375.1,month,1,1
C01602,59,65.67,4628.65,month,5,1
C01603,23,95.35,2326.12,month,6,1
C01604,9,23.16,225.11,year,7,1
C01605,64,34.42,2045.88,month,2,1
C01606,11,81.42,1023.57,two_year,5,1
C01607,43,43.26,1650.2,month,3,1
C01608,17,86.61,1240.55,month,0,1
C01609,9,55.12,589.99,month,1,1
C01610,56,108.66,6971.27,year,5,1
C01611,11,101.93,1033.17,month,5,1
C01612,48,69.28,3558.45,year,4,1
C01613,50,97.29,4800.32,month,6,1
C01614,5,47.11,218.89,two_year,5,1
C01615,13,69.43,825.61,month,2,1
C01616,57,39.75,1935.88,month,2,1
C01617,37,106.09,4002.77,two_year,7,1
C01618,9,102.31,901.12,month,7,1
C01619,71,110.21,7863.05,month,0,1
C01620,19,107.75,1814.16,two_year,6,1
C01621,1,115.96,136.3,month,1,1
C01622,66,42.83,2983.49,month,6,1
C01623,2,113.18,262.54,month,4,1
C01624,40,77.12,2602.67,month,5,1
C01625,71,62.25,4636.94,two_year,5,1
C01626,42,76.04,3640.11,year,4,1
C01627,42,54.26,2124.79,year,2,1
C01628,28,48.86,1201.25,month,6,1
C01629,10,44.13,399.82,year,4,1
C01630,41,28.24,1052.68,year,4,1
C01631,64,69.66,4364.08,month,2,1
C01632,7,108.78,708.45,two_year,0,1
C01633,63,83.02,4751.74,year,4,1
C01634,30,72.1,2291.49,year,2,1
C01635,39,62.86,2013.24,month,5,1
C01636,12,66.44,746.37,month,2,1
C01637,45,40.93,1981.65,year,7,1
C01638,13,102.29,1157.35,year,5,1
C01639,20,39.84,707.85,month,3,1
C01640,52,91.66,4195.63,month,5,1
C01641,4,96.0,307.34,two_year,5,1
C01642,32,77.49,2453.66,month,4,1
C01643,43,106.29,3727.6,month,4,1
C01644,10,49.11,446.5,year,7,1
C01645,21,108.16,2720.91,month,2,1
C01646,25,92.94,2712.36,month,3,1
C01647,48,99.87,4247.42,month,2,1
C01648,70,86.46,5592.24,two_year,4,1
C01649,60,104.63,6186.66,month,7,1
C01650,14,119.31,1900.46,year,4,1
C01651,2,62.02,139.06,two_year,1,1
C01652,4,101.39,344.93,year,7,1
C01653,43,94.46,3451.62,year,6,1
C01654,12,65.29,757.38,year,3,1
C01655,17,112.69,2199.33,month,1,1
C01656,61,59.44,4179.99,year,3,1
C01657,63,76.55,4065.24,two_year,6,1
C01658,60,30.59,1889.95,year,4,1
C01659,19,42.58,697.59,month,1,1
C01660,44,104.07,4920.0,month,1,1
C01661,44,59.66,3062.3,two_year,7,1
C01662,14,59.41,816.69,month,3,1
C01663,40,44.6,1486.49,two_year,5,1
C01664,38,69.16,2711.39,month,2,1
C01665,29,100.58,2810.08,year,0,1
C01666,54,109.52,6649.55,two_year,3,1
C01667,49,27.01,1238.97,year,5,1
C01668,38,77.48,3385.75,month,2,1
C01669,52,66.73,3155.86,two_year,4,1
C01670,55,81.43,3865.11,month,3,1
C01671,41,64.73,2448.49,month,2,1
C01672,20,59.86,974.48,year,2,1
C01673,54,67.19,3310.78,month,2,1
C01674,51,78.2,4243.63,year,2,1
C01675,70,70.1,4204.87,month,5,1
C01676,11,67.21,624.38,month,2,1
C01677,30,101.78,2604.41,two_year,5,1
C01678,66,94.56,5186.37,month,2,1
C01679,37,54.14,2303.36,year,2,1
C01680,67,100.06,7894.96,year,7,1
C01681,1,105.37,86.26,two_year,7,1
C01682,3,35.35,117.08,year,3,1
C01683,57,78.27,4884.6,two_year,2,1
C01684,26,48.53,1512.58,month,5,1
C01685,37,93.92,3263.58,month,0,1
C01686,31,43.88,1243.57,two_year,3,1
C01687,29,87.14,2479.63,two_year,4,1
C01688,67,45.51,3484.07,year,5,1
C01689,7,71.11,543.28,year,0,1
C01690,55,114.86,6245.6,year,0,1
C01691,64,58.13,3340.2,month,2,1
C01692,47,107.57,5514.89,two_year,0,1
C01693,29,118.69,3930.12,two_year,4,1
C01694,12,107.49,1238.26,year,7,1
C01695,49,36.59,1913.81,month,2,1
C01696,34,101.97,3328.59,month,3,1
C01697,11,23.21,253.11,month,1,1
C01698,26,59.33,1557.95,year,0,1
C01699,69,107.07,8202.64,year,5,1
C01700,19,88.88,2011.27,month,2,1
C01701,13,73.27,931.31,year,4,1
C01702,49,58.79,2699.01,two_year,5,1
C01703,15,101.23,1441.67,month,6,1
C01704,66,90.96,5124.2,year,1,1
C01705,61,66.84,3746.07,year,4,1
C01706,70,109.25,6382.44,month,7,1
C01707,65,42.99,2713.75,year,3,1
C01708,18,37.04,578.01,year,0,1
C01709,16,84.28,1265.63,month,2,1
C01710,25,117.2,3274.07,month,6,1
C01711,34,44.73,1366.26,two_year,6,1
C01712,63,44.97,2959.91,month,2,1
C01713,53,33.95,2088.1,year,1,1
C01714,46,106.06,5009.37,year,2,1
C01715,63,42.64,2357.29,two_year,1,1
C01716,46,70.32,3033.86,year,5,1
C01717,27,119.09,3331.66,two_year,6,1
C01718,30,21.21,637.98,year,0,1
C01719,37,75.65,2405.64,month,5,1
C01720,7,71.23,488.0,month,6,1
C01721,53,100.74,5431.2,month,4,1
C01722,47,55.53,2367.01,month,6,1
C01723,52,61.03,3316.3,month,0,1
C01724,38,36.79,1157.65,month,5,1
C01725,56,94.08,4924.15,month,1,1
C01726,68,98.47,7510.93,month,7,1
C01727,41,33.67,1247.55,month,3,1
C01728,32,59.35,1979.1,year,0,1
C01729,8,109.29,842.85,year,5,1
C01730,56,20.27,1051.78,two_year,5,1
C01731,65,49.88,3781.87,year,3,1
C01732,50,75.5,3538.33,two_year,2,1
C01733,62,53.41,2962.63,year,0,1
C01734,62,47.2,3405.51,month,7,1
C01735,57,66.0,4132.1,two_year,1,1
C01736,36,38.15,1473.27,month,6,1
C01737,8,72.96,478.51,year,4,1
C01738,1,90.67,77.29,year,5,1
C01739,15,77.53,1227.3,month,5,1
C01740,31,29.31,803.01,year,6,1
C01741,53,104.44,4927.85,month,0,1
C01742,33,37.5,1375.67,month,7,1
C01743,2,96.48,176.44,month,0,1
C01744,15,56.06,696.8,month,7,1
C01745,70,98.28,5603.93,month,2,1
C01746,71,40.63,2819.16,year,6,1
C01747,27,38.67,1093.01,year,0,1
C01748,58,69.7,4639.1,year,3,1
C01749,52,23.29,1022.54,year,4,1
C01750,67,42.53,2503.78,month,7,1
C01751,64,92.4,5984.09,month,0,1
C01752,45,103.74,4414.55,year,0,1
C01753,29,28.08,808.63,two_year,5,1
C01754,45,108.21,5695.55,month,0,1
C01755,23,99.75,2335.45,month,6,1
C01756,25,106.97,2583.45,year,0,1
C01757,44,89.84,4726.85,two_year,7,1
C01758,41,87.42,2960.87,month,4,1
C01759,42,72.51,3571.81,month,7,1
C01760,28,85.28,2389.43,month,1,1
C01761,30,111.91,3362.34,year,2,1
C01762,1,30.05,35.12,two_year,3,1
C01763,43,51.58,2224.44,year,0,1
C01764,41,27.25,1089.72,month,0,1
C01765,67,114.48,6972.14,year,2,1
C01766,36,64.53,2470.66,two_year,5,1
C01767,34,87.53,3058.93,year,5,1
C01768,5,104.11,461.07,two_year,0,1
C01769,14,119.1,1807.07,month,0,1
C01770,25,36.18,956.63,month,5,1
C01771,27,99.95,2587.83,year,2,1
C01772,26,108.74,2266.77,year,6,1
C01773,28,24.89,682.03,two_year,2,1
C01774,55,95.41,4210.76,year,2,1
C01775,10,55.47,460.4,month,1,1
C01776,24,84.86,1980.11,month,2,1
C01777,12,71.4,713.52,year,5,1
C01778,22,45.97,920.59,month,3,1
C01779,49,33.52,1744.64,year,5,1
C01780,4,31.69,117.06,month,0,1
C01781,25,30.33,909.19,month,4,1
C01782,2,83.78,195.46,year,3,1
C01783,68,55.14,3877.47,month,7,1
C01784,52,41.66,2570.94,year,3,1
C01785,18,89.19,1841.75,year,0,1
C01786,15,88.68,1233.84,year,5,1
C01787,8,73.92,650.4,year,1,1
C01788,34,113.5,3298.41,year,7,1
C01789,54,58.54,3394.52,two_year,3,1
C01790,42,103.59,4335.26,month,6,1
C01791,63,27.51,1398.17,month,5,1
C01792,25,93.98,2137.32,year,3,1
C01793,20,118.84,2809.74,year,4,1
C01794,34,104.66,3296.3,year,1,1
C01795,15,77.97,1020.53,year,0,1
C01796,70,82.68,5064.22,year,6,1
C01797,14,55.33,768.18,month,7,1
C01798,34,87.95,3400.15,year,6,1
C01799,38,97.04,4068.07,month,2,1
C01800,5,119.82,583.97,month,2,1
C01801,34,69.25,2080.18,year,2,1
C01802,33,26.13,705.72,year,5,1
C01803,19,79.59,1489.61,month,4,1
C01804,10,31.9,359.17,two_year,6,1
C01805,4,44.48,194.27,year,7,1
C01806,1,52.88,50.95,year,3,1
C01807,35,93.1,3381.94,two_year,5,1
C01808,7,38.38,261.81,month,4,1
C01809,69,36.58,2603.8,year,7,1
C01810,18,24.5,444.09,month,2,1
C01811,47,107.32,5409.16,month,1,1
C01812,48,89.35,4302.02,month,3,1
C01813,36,23.99,1015.85,month,4,1
C01814,63,22.83,1396.88,year,7,1
C01815,8,75.87,489.43,month,6,1
C01816,17,48.25,733.75,year,0,1
C01817,18,79.67,1434.41,month,4,1
C01818,10,63.46,644.9,month,1,1
C01819,21,112.33,2408.36,two_year,2,1
C01820,23,48.78,1218.23,year,7,1
C01821,55,87.91,4399.22,two_year,7,1
C01822,22,25.41,595.89,year,1,1
C01823,63,115.59,7876.49,month,1,1
C01824,55,118.08,6263.93,year,5,1
C01825,65,93.91,5865.28,year,3,1
C01826,8,66.52,463.81,month,3,1
C01827,70,42.0,2838.85,two_year,6,1
C01828,44,101.25,4966.11,year,7,1
C01829,70,93.64,7627.09,year,7,1
C01830,26,42.2,1138.28,year,6,1
C01831,68,65.12,4072.79,year,7,1
C01832,42,66.28,2986.74,month,5,1
C01833,6,102.64,675.0,two_year,7,1
C01834,30,88.38,2473.45,month,4,1
C01835,10,84.32,953.34,month,0,1
C01836,67,84.98,4722.77,month,6,1
C01837,22,47.05,832.53,year,7,1
C01838,16,57.17,776.77,two_year,2,1
C01839,40,24.57,847.57,two_year,3,1
C01840,31,98.69,3523.11,year,4,1
C01841,7,63.3,429.8,two_year,5,1
C01842,58,63.82,3368.32,year,5,1
C01843,61,44.54,2639.86,month,3,1
C01844,53,40.94,2078.55,year,6,1
C01845,44,78.78,3191.04,month,6,1
C01846,29,43.26,1072.83,month,7,1
C01847,39,26.42,1094.64,month,4,1
C01848,37,96.75,3059.4,month,0,1
C01849,12,57.65,768.02,two_year,6,1
C01850,6,58.02,306.58,two_year,0,1
C01851,18,63.13,1241.51,month,1,1
C01852,33,101.5,3758.92,year,2,1
C01853,12,52.08,531.3,month,1,1
C01854,8,95.8,639.71,month,5,1
C01855,61,113.95,8200.93,month,3,1
C01856,27,86.09,2290.07,month,1,1
C01857,42,63.17,2791.35,month,0,1
C01858,38,94.78,2914.82,month,1,1
C01859,53,65.79,3178.23,month,5,1
C01860,53,61.44,3263.35,month,6,1
C01861,22,72.53,1842.17,two_year,2,1
C01862,61,51.77,2869.26,month,0,1
C01863,27,30.43,912.05,month,4,1
C01864,60,61.49,3928.79,year,6,1
C01865,29,32.39,794.76,month,0,1
C01866,8,61.04,447.96,year,6,1
C01867,54,75.69,3658.69,month,1,1
C01868,3,113.07,331.41,year,2,1
C01869,55,23.62,1369.43,year,4,1
C01870,4,82.15,319.85,year,0,1
C01871,15,65.77,885.74,year,2,1
C01872,43,22.03,1021.51,month,1,1
C01873,67,44.95,3113.41,month,1,1
C01874,30,31.85,962.88,month,6,1
C01875,9,41.68,383.29,year,1,1
C01876,17,47.46,717.07,month,0,1
C01877,64,60.13,4126.06,month,1,1
C01878,52,72.9,3620.21,year,0,1
C01879,8,20.1,152.02,month,4,1
C01880,28,36.19,871.35,month,7,1
C01881,19,29.36,579.45,year,1,1
C01882,13,74.97,1014.63,month,5,1
C01883,61,52.91,3021.34,two_year,2,1
C01884,44,74.84,3766.95,two_year,0,1
C01885,13,42.18,624.11,two_year,5,1
C01886,47,22.42,888.96,month,1,1
C01887,30,114.14,3691.34,month,4,1
C01888,5,30.83,147.6,year,4,1
C01889,32,32.69,1255.18,year,4,1
C01890,14,34.65,431.74,year,1,1
C01891,18,118.13,1939.67,month,2,1
C01892,63,81.77,5032.21,month,5,1
C01893,51,81.03,3750.21,month,7,1
C01894,10,118.67,1277.84,month,0,1
C01895,61,28.84,1745.81,month,3,1
C01896,41,117.45,4277.81,two_year,7,1
C01897,63,40.4,2551.69,month,2,1
C01898,54,82.31,5135.96,year,3,1
C01899,25,62.01,1731.56,two_year,7,1
C01900,38,58.4,2218.16,month,7,1
C01901,38,113.12,3934.89,year,5,1
C01902,52,34.92,1583.33,year,5,1
C01903,18,119.71,2480.91,month,4,1
C01904,24,57.91,1506.68,year,2,1
C01905,18,84.88,1571.94,two_year,7,1
C01906,22,116.79,2959.34,year,0,1
C01907,12,25.76,262.34,two_year,0,1
C01908,3,112.29,361.46,two_year,4,1
C01909,67,76.78,4561.34,month,6,1
C01910,6,90.44,460.28,year,6,1
C01911,64,34.92,2204.14,year,5,1
C01912,1,73.34,70.04,year,3,1
C01913,56,87.35,5754.82,year,2,1
C01914,24,65.62,1464.0,year,3,1
C01915,37,35.5,1478.95,two_year,2,1
C01916,21,44.41,1025.43,month,3,1
C01917,35,105.44,3938.28,year,0,1
C01918,33,23.45,903.98,month,2,1
C01919,38,90.89,3326.62,year,7,1
C01920,28,119.94,3210.11,year,5,1
C01921,39,20.75,699.5,year,1,1
C01922,59,36.1,1938.86,month,2,1
C01923,31,87.41,3121.34,year,2,1
C01924,26,26.0,669.07,month,2,1
C01925,10,78.98,739.68,month,5,1
C01926,26,88.4,2037.4,month,7,1
C01927,9,78.81,705.02,two_year,5,1
C01928,13,56.52,798.44,month,3,1
C01929,68,89.73,5581.03,two_year,1,1
C01930,7,79.43,613.33,month,1,1
C01931,35,40.76,1500.66,year,6,1
C01932,60,76.31,5105.25,year,5,1
C01933,68,108.19,6623.9,year,4,1
C01934,11,86.68,1003.45,year,4,1
C01935,12,67.18,694.5,year,6,1
C01936,27,52.16,1331.59,two_year,6,1
C01937,40,28.59,1246.23,year,0,1
C01938,69,44.46,3229.31,month,3,1
C01939,15,21.12,277.25,month,0,1
C01940,12,118.66,1628.02,year,3,1
C01941,18,42.25,624.63,year,5,1
C01942,63,101.49,6637.39,year,1,1
C01943,3,36.86,131.98,year,1,1
C01944,27,48.36,1322.17,month,3,1
C01945,9,61.83,623.4,year,4,1
C01946,12,52.44,653.24,year,5,1
C01947,66,99.84,7335.6,year,0,1
C01948,1,115.77,122.98,year,1,1
C01949,23,107.53,2662.27,two_year,6,1
C01950,65,35.36,2048.16,year,5,1
C01951,44,97.67,4713.17,two_year,7,1
C01952,6,34.79,186.86,month,6,1
C01953,34,111.34,4513.36,year,6,1
C01954,69,71.79,4414.15,year,4,1
C01955,29,53.64,1391.72,year,7,1
C01956,38,35.7,1551.23,month,3,1
C01957,38,21.18,722.1,year,7,1
C01958,47,44.79,1988.0,month,3,1
C01959,14,111.4,1693.5,two_year,3,1
C01960,60,99.73,5167.01,month,5,1
C01961,71,116.98,7172.94,month,3,1
C01962,11,30.08,329.07,year,1,1
C01963,59,79.22,4194.8,month,7,1
C01964,59,45.72,2412.26,month,3,1
C01965,53,74.29,3164.45,year,7,1
C01966,27,52.05,1332.52,year,3,1
C01967,34,48.35,1524.39,month,7,1
C01968,60,77.38,3772.1,year,4,1
C01969,11,38.33,442.08,year,6,1
C01970,59,66.91,4147.69,year,6,1
C01971,66,85.08,4651.25,month,1,1
C01972,49,32.82,1490.49,month,6,1
C01973,25,113.06,3247.99,two_year,7,1
C01974,40,70.57,2915.58,year,5,1
C01975,4,101.95,393.44,month,7,1
C01976,67,85.39,5641.27,two_year,6,1
C01977,25,91.0,2009.53,month,5,1
C01978,5,91.61,515.19,year,3,1
C01979,57,107.51,7142.89,year,6,1
